<<<<<<< HEAD
"","...1","Site","Plot","Success","Diversity","Year","Month","Season","CoreSection_cm","TotalSoilWeight_g","RockVolume_cm3","RockMass_g","RootMass_g","WetSoilWeight_g","DrySoilWeight_g","Moisture_g","SectionLength_cm","BulkDensity_g_cm3","BiomassC","Respiration","NO2_NO3","NH4","TIN","BiomassN","Mineralization","Nitrification","DEA","TotalSoilN_percent","TotalSoilN","TotalSoilC_percent","TotalSoilC","success","diversity","Obs"
"40",135,"Marine Park 1",21,"High","High",2018,7,"Summer","0-10",44.843,1,0.649,0.341,0.776,0.719,0.073453608,10,0.480926999,247.6590069,8.861457011,11.76226353,1.066418818,12.82868235,19.46584383,0.334711086,0.169914751,94.76864331,0.189,0.00189,2.869,0.02869,1,1,135
"41",140,"Marine Park 1",21,"High","High",2018,7,"Summer","0-10",36.471,0.5,0.269,0.229,0.811,0.715,0.11837238,10,0.373614066,284.1712289,8.654325792,21.00007249,2.335677005,23.33574949,37.16438164,1.17832838,0.764126028,37.39205892,0.349,0.00349,5.7915,0.057915,1,1,140
"42",145,"Marine Park 1",22,"High","High",2018,7,"Summer","0-10",45.263,0.1,0.202,0.06,0.812,0.703,0.134236453,10,0.456280857,505.0353229,13.78738086,100.7805532,0.687048779,101.4676019,64.26516738,-7.091913325,-7.11129133,100.2735787,0.262,0.00262,3.7535,0.037535,1,1,145
"43",150,"Marine Park 1",22,"High","High",2018,7,"Summer","0-10",42.482,0.1,0.016,0.061,1.036,0.893,0.138030888,10,0.428074698,295.1443618,11.93333414,26.10554761,1.197567045,27.30311466,68.82900183,0.817237363,0.763995454,275.8943849,0.369,0.00369,5.948,0.05948,1,1,150
"44",155,"Marine Park 1",23,"High","Low",2018,7,"Summer","0-10",45.378,1.4,1.095,0.051,1.192,1.07,0.102348993,10,0.472191129,188.9761341,8.282778302,6.904287087,1.774614776,8.678901863,8.625589767,0.317719862,0.062850699,NA,0.1705,0.001705,2.46,0.0246,1,0,155
"45",160,"Marine Park 1",23,"High","Low",2018,7,"Summer","0-10",43.943,0.6,0.886,0.467,1.091,0.996,0.087076077,10,0.458040205,131.291355,8.649491309,6.981608246,1.462029469,8.443637715,11.38656994,0.343574512,0.206357541,NA,0.1535,0.001535,2.2365,0.022365,1,0,160
"46",165,"Marine Park 1",24,"High","Low",2018,7,"Summer","0-10",45.684,1.2,2.482,0.088,1.131,1.064,0.059239611,10,0.481215182,159.9658831,8.01756447,5.143347542,1.235344759,6.378692302,7.283951166,0.065498258,-0.037786077,NA,0.1855,0.001855,3.9675,0.039675,1,0,165
"47",170,"Marine Park 1",24,"High","Low",2018,7,"Summer","0-10",39.709,0.4,0.506,0.163,1.022,0.954,0.066536204,10,0.428298574,194.2395927,9.405439132,6.512765806,0.83967426,7.352440066,8.500516261,0.251781865,0.099028038,NA,0.1905,0.001905,3.963,0.03963,1,0,170
"48",175,"Marine Park 2",25,"High","High",2018,7,"Summer","0-10",42.42,0.4,0.357,0.392,1.972,1.759,0.10801217,10,0.436849851,480.605501,14.72998241,2.182879435,0.160222108,2.343101543,8.950328778,2.229012493,2.106036842,135.0643757,0.288,0.00288,4.3495,0.043495,1,1,175
"49",178,"Marine Park 2",25,"High","High",2018,7,"Summer","0-10",44.169,0.1,0.064,0.037,2.245,2.061,0.081959911,10,0.474356324,248.5741536,16.0327208,15.72726836,0.206393455,15.93366181,0.770398967,0.416329906,0.394479457,97.77001187,0.2595,0.002595,3.9075,0.039075,1,1,178
"50",183,"Marine Park 2",26,"High","High",2018,7,"Summer","0-10",40.238,NA,0,0.204,2.045,1.823,0.108557457,10,0.417469551,809.7563997,17.67116445,14.09593279,0.276913027,14.37284582,44.60998489,-0.019676356,0.00131854,141.3880688,0.2095,0.002095,3.475,0.03475,1,1,183
"51",187,"Marine Park 2",26,"High","High",2018,7,"Summer","0-10",47.132,0.4,0.453,0.36,1.984,1.799,0.093245968,10,0.493614616,699.8730014,9.88677532,8.53403937,0.207343071,8.741382441,46.17019146,0.648228952,0.639106555,204.7854385,0.236,0.00236,3.4185,0.034185,1,1,187
"52",192,"Marine Park 2",27,"High","Low",2018,7,"Summer","0-10",46.863,0.6,1.277,0.062,2.004,1.735,0.134231537,10,0.464305202,811.3953557,15.0056787,11.84137793,0.558637328,12.40001525,38.71915171,1.738398512,1.526037012,200.2059445,0.2375,0.002375,3.7085,0.037085,1,0,192
"53",196,"Marine Park 2",27,"High","Low",2018,7,"Summer","0-10",41.002,0.2,0.23,0.26,2.005,1.851,0.07680798,10,0.438526087,559.9868566,11.76094008,8.640168666,0.051351445,8.691520111,44.48913004,0.260269316,0.211052688,136.8445023,0.1795,0.001795,2.826,0.02826,1,0,196
"54",200,"Marine Park 2",28,"High","Low",2018,7,"Summer","0-10",34.336,NA,0,0.729,1.876,1.629,0.131663113,10,0.341366154,898.8631974,13.32433133,25.1805685,1.857189414,27.03775792,68.28141984,-2.572935342,-2.403400959,240.8737205,0.298,0.00298,5.232,0.05232,1,0,200
"55",204,"Marine Park 2",28,"High","Low",2018,7,"Summer","0-10",46.853,0.1,0.145,0.072,1.882,1.756,0.066950053,10,0.509608865,285.7859677,16.29225932,7.8054623,0.717963721,8.523426021,17.56163209,-0.581305381,-0.707306994,92.85640084,0.1785,0.001785,2.6015,0.026015,1,0,204
"56",209,"Marine Park 3",29,"High","High",2018,7,"Summer","0-10",24.05,NA,0,0.59,0.907,0.383,0.577728776,10,0.086936047,4523.889606,66.87654931,99.40273209,3.820904566,103.2236367,333.0779185,-0.827517245,-2.004791258,NA,1.731,0.01731,33.4875,0.334875,1,1,209
"57",211,"Marine Park 3",29,"High","High",2018,7,"Summer","0-10",24.44,NA,0,1.199,0.824,0.395,0.520631068,10,0.097769881,560.4235664,67.73841157,100.293679,-0.280265364,100.0134136,243.5086174,-6.32880497,-6.454400989,NA,1.194,0.01194,24.0555,0.240555,1,1,211
"58",216,"Marine Park 3",30,"High","Low",2018,7,"Summer","0-10",46.86,NA,0,4.297,1.631,0.507,0.689147762,10,0.11621118,7945.901286,90.42180052,144.1862468,7.8719858,152.0582326,467.8466032,-0.027130067,-0.687184762,3283.786851,2.2345,0.022345,44.9685,0.449685,1,0,216
"59",218,"Marine Park 3",30,"High","Low",2018,7,"Summer","0-10",46.66,NA,0,4.452,1.773,0.695,0.608009024,10,0.145194857,4074.506654,61.46076246,113.2752021,4.081286102,117.3564882,334.9354501,-1.057133673,-1.445199709,2207.218972,1.88,0.0188,37.085,0.37085,1,0,218
"60",220,"Marine Park 3",31,"High","Low",2018,7,"Summer","0-10",39.05,NA,0,1.511,1.587,0.471,0.703213611,10,0.097770328,4757.03459,61.1214388,216.297906,2.853912379,219.1518184,412.3494934,0.00045757,-0.144910377,2023.884451,1.9735,0.019735,44.7125,0.447125,1,0,220
"61",222,"Marine Park 3",31,"High","Low",2018,7,"Summer","0-10",39.91,NA,0,2.781,1.432,0.428,0.701117318,10,0.097385522,4003.95363,67.72919502,148.5459309,2.69582863,151.2417595,327.2682696,-0.525739715,-0.613824723,256.0574299,2.1575,0.021575,45.8525,0.458525,1,0,222
"62",224,"Marine Park 3",32,"High","High",2018,7,"Summer","0-10",56.97,0.8,1.061,1.98,1.526,0.716,0.530799476,10,0.223625323,4063.034709,77.31103115,144.892353,-2.422020695,142.4703323,331.5771328,6.355064228,5.291848625,4259.848902,1.849,0.01849,29.4415,0.294415,1,1,224
"63",226,"Marine Park 3",32,"High","High",2018,7,"Summer","0-10",43.52,NA,0,2.961,1.555,0.596,0.616720257,10,0.136421713,4415.179732,63.02439275,161.7064452,3.452536548,165.1589818,347.8005459,-3.904816304,-4.097544314,1959.793093,2.112,0.02112,42.7225,0.427225,1,1,226
"64",228,"Pelham Bay",33,"High","Low",2018,6,"Summer","0-10",44.2,0.2,0.465,0.108,3.771,2.861,0.241315301,10,0.388093513,631.5594343,10.06813456,32.07106305,9.199391365,41.27045441,20.24055381,-4.180429758,-3.50633429,-11.12724855,0.2535,0.002535,3.4885,0.034885,1,0,228
"65",233,"Pelham Bay",33,"High","Low",2018,6,"Summer","0-10",39.4,0.1,0.042,0.02,3.783,2.832,0.251387787,10,0.345293888,949.169267,11.14713815,10.04466888,-0.530326458,9.514342418,34.91664586,-1.210041212,-1.313099397,-5.908043986,0.281,0.00281,4.0335,0.040335,1,0,233
"66",237,"Pelham Bay",34,"High","Low",2018,7,"Summer","0-10",149.9,1.5,2.856,0.091,2.379,1.822,0.234131988,10,1.000846739,669.8672421,12.37909092,20.52748952,3.827941733,24.35543125,44.73985849,0.099112002,0.330710575,310.6225561,0.396,0.00396,5.167,0.05167,1,0,237
"67",239,"Pelham Bay",34,"High","Low",2018,7,"Summer","0-10",169,9,25.441,0.37,1.847,1.409,0.23714131,10,1.040795916,709.4681832,9.403793444,15.88250354,3.449818109,19.33232165,68.33809541,1.41992383,1.403718755,12.3626066,0.303,0.00303,3.757,0.03757,1,0,239
"68",241,"Pelham Bay",35,"High","High",2018,7,"Summer","0-10",88.07,0.2,0.563,0.037,2.144,1.703,0.205690299,10,0.610790538,990.6306382,13.2799018,30.05406471,3.376762695,33.4308274,131.2701948,-0.334350398,-0.179221652,1047.631442,0.422,0.00422,5.8505,0.058505,1,1,241
"69",243,"Pelham Bay",35,"High","High",2018,7,"Summer","0-10",88.71,1,2.079,0.023,2.121,1.753,0.173503065,10,0.633735005,749.459728,8.557108668,18.23315203,3.04388095,21.27703298,79.0407724,0.998598378,1.175897795,-150.7060693,0.3625,0.003625,4.982,0.04982,1,1,243
"70",245,"Pelham Bay",36,"High","High",2018,7,"Summer","0-10",149.42,0.6,1.285,0.109,2.311,1.714,0.258329727,10,0.968549999,670.8430745,12.62067694,21.37842503,3.244321844,24.62274687,54.13284335,0.128366805,0.342179411,292.2203298,0.336,0.00336,4.136,0.04136,1,1,245
"71",247,"Pelham Bay",36,"High","High",2018,7,"Summer","0-10",142.49,0.4,1.343,0.093,2.035,1.48,0.272727273,10,0.903421189,655.5743071,15.82939573,19.4120909,3.789293999,23.2013849,38.6871059,-0.611327902,-0.337223535,335.9997178,0.361,0.00361,4.573,0.04573,1,1,247
"72",249,"Alley Pond",1,"Low","Low",2019,9,"Summer","0-10",141.098,2.5,5.87,0.128,2.998,2.498,0.166777852,10,1.014573294,900.3680764,12.2584241,16.18633829,1.263343322,17.44968161,62.00810985,1.031573081,0.853364054,253.7427075,NA,NA,NA,NA,0,0,249
"73",251,"Alley Pond",1,"Low","Low",2019,9,"Summer","0-10",124.137,0.8,1.227,0.845,3.024,2.446,0.191137566,10,0.880361781,952.5787558,10.45165647,9.733152409,1.373474766,11.10662717,54.78944761,0.664032784,0.580743205,245.8781714,NA,NA,NA,NA,0,0,251
"74",253,"Alley Pond",2,"Low","Low",2019,9,"Summer","0-10",123.652,1,1.623,0.616,2.693,2.372,0.119197921,10,0.955243411,689.0596412,6.622716795,-0.617379558,0.632763508,0.01538395,12.95950912,0.228261846,0.027724454,231.5251672,NA,NA,NA,NA,0,0,253
"75",255,"Alley Pond",2,"Low","Low",2019,9,"Summer","0-10",118.153,4.5,10.973,0.342,3.097,2.611,0.156926057,10,0.826720412,1072.174075,8.404812616,1.092202349,1.095461166,2.187663515,47.00758428,0.374992163,0.318820724,290.9473258,NA,NA,NA,NA,0,0,255
"76",257,"Alley Pond",3,"Low","High",2019,9,"Summer","0-10",102.62,1,2.082,1.3,2.506,2.167,0.135275339,10,0.802214771,828.6777969,6.659970742,-0.25650404,0.633191086,0.376687047,33.5120735,0.130298386,-0.008146756,199.0029151,NA,NA,NA,NA,0,1,257
"77",259,"Alley Pond",3,"Low","High",2019,9,"Summer","0-10",104.47,2.5,5.514,0.603,2.804,2.311,0.175820257,10,0.740532506,487.7567173,11.45476744,1.279289138,1.476808054,2.756097192,63.13418133,0.322750953,0.281628013,285.1208594,NA,NA,NA,NA,0,1,259
"78",261,"Alley Pond",4,"Low","High",2019,9,"Summer","0-10",146.214,4,7.843,1.855,3.059,2.565,0.161490683,10,1.122789435,330.5775963,10.36767559,1.882248659,1.088139332,2.97038799,43.03573361,0.106259316,0.068498913,237.3619662,NA,NA,NA,NA,0,1,261
"79",263,"Alley Pond",4,"Low","High",2019,9,"Summer","0-10",105.624,6,2.913,0.504,2.191,1.913,0.126882702,10,0.834341195,184.9105562,22.35875587,3.085946739,1.677951984,4.763898723,25.61536678,0.539926678,0.059377123,211.681049,NA,NA,NA,NA,0,1,263
"80",265,"Canarsie",5,"Low","High",2019,10,"Fall","0-10",137.454,4.8,13.26,0.412,2.9,2.331,0.196206897,10,0.914045493,1204.329067,12.84364473,9.340752156,1.220487013,10.56123917,77.29577055,0.397499694,0.332852187,153.6201609,NA,NA,NA,NA,0,1,265
"82",269,"Canarsie",6,"Low","High",2019,10,"Fall","0-10",140.435,11,9.937,1.132,2.958,2.405,0.186950642,10,1.036762024,1197.115758,13.17265193,5.045845627,0.800231364,5.846076991,60.84641975,0.573634468,0.497345323,235.759219,NA,NA,NA,NA,0,1,269
"83",271,"Canarsie",6,"Low","High",2019,10,"Fall","0-10",146.492,2,23.525,0.232,3.495,2.956,0.154220315,10,0.931408521,838.0633232,10.54217197,6.099456979,0.962009128,7.061466107,46.59673445,0.459459056,0.38940158,134.2895161,NA,NA,NA,NA,0,1,271
"84",273,"Canarsie",7,"Low","Low",2019,10,"Fall","0-10",147.382,5,11.144,0.362,2.791,2.324,0.16732354,10,1.048071284,771.5636568,9.910619245,1.27722495,0.820757165,2.097982114,33.65757862,0.309597247,0.280995903,54.67611635,NA,NA,NA,NA,0,0,273
"85",275,"Canarsie",7,"Low","Low",2019,10,"Fall","0-10",165.013,9,17.093,1.395,2.709,2.243,0.172019195,10,1.172723666,949.2416636,12.76804648,-0.621378315,0.547110849,-0.074267467,34.3070898,0.220500522,0.183073353,41.72007699,NA,NA,NA,NA,0,0,275
"86",277,"Canarsie",8,"Low","Low",2019,10,"Fall","0-10",148.343,5.7,25.379,0.607,2.425,2.05,0.154639175,10,0.964424044,751.1902851,7.406819012,1.326418218,0.27253448,1.598952698,33.03907216,0.448667063,0.20854774,75.89758097,NA,NA,NA,NA,0,0,277
"87",279,"Canarsie",8,"Low","Low",2019,10,"Fall","0-10",139.151,8,5.672,0.944,2.905,2.404,0.172461274,10,1.045034756,NA,10.46036029,-0.27337778,0.573140602,0.299762822,34.30326148,0.287011691,0.234912086,92.87611696,NA,NA,NA,NA,0,0,279
"88",281,"Clearview",9,"Low","Low",2019,10,"Fall","0-10",129.951,1,3.781,0.093,3.106,2.948,0.050869285,10,1.074648089,130.1175101,5.334817914,-0.337399424,1.295862404,0.95846298,1.80529844,0.031907246,0.04139939,220.8646393,NA,NA,NA,NA,0,0,281
"89",283,"Clearview",9,"Low","Low",2019,10,"Fall","0-10",148.254,1,4.548,1.35,3.045,2.852,0.063382594,10,1.196334235,102.8015937,4.214865341,3.295112615,0.794985535,4.09009815,3.356383704,0.086779906,0.075652377,88.14192115,NA,NA,NA,NA,0,0,283
"90",285,"Clearview",10,"Low","High",2019,10,"Fall","0-10",169.713,4,10.763,0.804,3.926,3.694,0.059093225,10,1.353454324,95.4151543,3.912021326,3.660501734,0.333912034,3.994413768,5.759492294,0.233237826,0.190437244,98.21319667,NA,NA,NA,NA,0,1,285
"91",287,"Clearview",10,"Low","High",2019,10,"Fall","0-10",139.872,1.5,3.699,2.222,4.692,4.455,0.050511509,10,1.141169604,101.7873608,4.173281792,3.304148692,0.217738161,3.521886853,5.098766084,0.223988291,0.102934148,233.7395506,NA,NA,NA,NA,0,1,287
"92",289,"Clearview",11,"Low","High",2019,10,"Fall","0-10",124.831,2,3.885,0.464,3.432,3.263,0.049242424,10,1.037100388,73.44123905,3.011090801,1.976558481,0.511147072,2.487705553,3.303493972,0.068523371,0.037445107,320.6642778,NA,NA,NA,NA,0,1,289
"93",291,"Clearview",11,"Low","High",2019,10,"Fall","0-10",110.662,2,4.76,2.326,3.224,3.033,0.059243176,10,0.911066545,65.35270769,2.679461015,0.231015909,0.549914675,0.780930584,5.20291789,0.064632458,0.008703598,232.7015209,NA,NA,NA,NA,0,1,291
"94",293,"Clearview",12,"Low","Low",2019,10,"Fall","0-10",133.128,3,8.175,0.69,3.474,3.274,0.057570524,10,1.055594483,71.93803764,2.949459543,4.479657013,0.32705077,4.806707783,7.675445166,0.129877218,0.078879466,148.0924133,NA,NA,NA,NA,0,0,293
"95",295,"Clearview",12,"Low","Low",2019,10,"Fall","0-10",123.179,3,5.416,2.272,3.293,3.108,0.056179775,10,0.986884334,92.84653479,3.806707927,3.424985913,0.349391573,3.774377486,11.8880547,0.186249549,0.050173186,139.7945088,NA,NA,NA,NA,0,0,295
"96",297,"Conference House",13,"High","Low",2019,10,"Fall","0-10",132.499,2,5.412,0.477,2.207,1.646,0.251370399,10,0.923539681,1004.386469,16.89220968,17.75376621,0.219750081,17.9735163,70.2050118,0.194957286,0.046515613,223.4635279,NA,NA,NA,NA,1,0,297
"97",299,"Conference House",13,"High","Low",2019,10,"Fall","0-10",141.612,5,10.306,0.721,2.644,2.116,0.265306122,10,0.898488268,705.2420757,13.29934225,10.09144048,0.254593846,10.34603432,58.59069782,0.491739217,0.394817644,153.9044254,NA,NA,NA,NA,1,0,299
"98",301,"Conference House",14,"High","High",2019,10,"Fall","0-10",156.41,4.9,11.069,0.131,3.734,3.102,0.16042618,10,0.9649923,532.7956186,8.225234032,6.760683697,0.078805252,6.839488949,36.49490063,0.586491602,0.5225611,37.30917222,NA,NA,NA,NA,1,1,301
"99",303,"Conference House",14,"High","High",2019,10,"Fall","0-10",141.528,2.9,6.787,0.022,3.025,2.439,0.1996053,10,1.098585625,593.9664139,11.14172296,8.503262134,0.059321334,8.562583468,44.53004552,0.660161299,0.537498139,74.09665013,NA,NA,NA,NA,1,1,303
"100",305,"Clove Lakes 2",15,"High","High",2019,10,"Fall","0-10",140.817,3,6.969,0.532,2.554,1.912,0.392663043,10,0.572812728,1556.828116,43.64777653,32.37543707,0.451928353,32.82736543,110.817279,1.728405466,1.684142852,65.59938225,NA,NA,NA,NA,1,1,305
"101",307,"Clove Lakes 2",15,"High","High",2019,10,"Fall","0-10",142.137,4,8.42,0.17,2.303,1.692,0.298312883,10,0.750878142,1077.772717,21.93167378,23.46568707,0.385940766,23.85162784,83.9932955,0.921911659,0.899704272,60.06582889,NA,NA,NA,NA,1,1,307
"102",309,"Clove Lakes 2",16,"High","Low",2019,10,"Fall","0-10",133.032,3,6.032,0.049,3.285,2.758,0.218450185,10,0.903927922,913.8810777,14.32583741,9.30409554,-0.006362314,9.297733226,60.95625062,0.485806442,0.359513235,121.2238286,NA,NA,NA,NA,1,0,309
"103",311,"Clove Lakes 2",16,"High","Low",2019,10,"Fall","0-10",157.177,2,4.289,0.258,3.547,2.839,0.218119528,10,0.870691005,681.6273976,13.49230387,3.579666926,0.277177008,3.856843934,35.09908423,0.412046702,0.271204159,55.58028945,NA,NA,NA,NA,1,0,311
"104",313,"Clove Lakes 4",17,"High","High",2019,10,"Fall","0-10",107.354,NA,NA,0.116,3.68,2.235,0.25419121,10,0.845729329,1289.266839,18.42264714,85.59804678,8.234179385,93.83222616,148.2751051,0.333840316,1.029772116,108.9170737,NA,NA,NA,NA,1,1,313
"105",315,"Clove Lakes 4",17,"High","High",2019,10,"Fall","0-10",128.54,11,18.798,1.446,2.608,1.83,0.199697428,10,0.96186083,982.0476799,15.33424301,7.447164059,0.445795796,7.892959855,56.35177419,0.725954844,0.656785359,75.69522322,NA,NA,NA,NA,1,1,315
"106",317,"Clove Lakes 4",18,"High","Low",2019,10,"Fall","0-10",135.549,3,7.858,0.523,2.71,2.118,0.16925549,10,1.106299322,831.9290703,17.12311653,12.18306385,0.229509857,12.41257371,54.85576307,0.604530111,0.510862365,209.4432486,NA,NA,NA,NA,1,0,317
"107",319,"Clove Lakes 4",18,"High","Low",2019,10,"Fall","0-10",133.864,5.2,12.76,NA,2.627,2.054,0.193719008,10,0.978206179,823.9534554,13.51009013,8.506354579,0.363138623,8.869493203,53.01218325,0.707595439,0.627478849,111.8501291,NA,NA,NA,NA,1,0,319
"108",321,"Fort Totten",19,"High","High",2019,10,"Fall","0-10",108.933,1,3.177,0.04,3.35,2.756,0.177313433,10,0.773410956,1189.688612,11.39806261,34.55519098,1.368855737,35.92404672,124.9313589,0.793590993,0.841916605,353.5176564,NA,NA,NA,NA,1,1,321
"109",323,"Fort Totten",19,"High","High",2019,10,"Fall","0-10",133.946,2.5,6.117,1.135,3.164,2.644,0.164348925,10,0.967296825,814.907346,10.53126894,22.17763042,0.833690983,23.0113214,78.47403887,1.014211847,0.972471162,240.1442621,NA,NA,NA,NA,1,1,323
"110",325,"Fort Totten",20,"High","Low",2019,10,"Fall","0-10",85.657,NA,NA,0.444,2.594,1.894,0.269853508,10,0.546964532,2386.633837,21.91570357,17.84748964,4.217686445,22.06517608,171.4809086,0.791750815,0.790335507,1753.368373,NA,NA,NA,NA,1,0,325
"111",327,"Fort Totten",20,"High","Low",2019,10,"Fall","0-10",111.913,1.5,4.611,1.025,3.117,2.582,0.171639397,10,0.784272549,1400.385478,15.30282691,18.51642415,1.728134284,20.24455843,111.7326106,1.276014951,1.127412738,216.9053976,NA,NA,NA,NA,1,0,327
"112",329,"Marine Park 1",21,"High","High",2019,10,"Fall","0-10",117.624,0.5,0.034,0.097,2.939,2.426,0.174549166,10,0.854932217,997.7954531,8.592244853,10.77626419,1.054588386,11.83085258,78.84532617,0.478970563,0.454656846,227.7723739,NA,NA,NA,NA,1,1,329
"113",331,"Marine Park 1",21,"High","High",2019,10,"Fall","0-10",120.716,3,4.153,1.445,3.18,2.765,0.130503145,10,0.935890068,453.8457943,4.852464566,12.88756253,1.290611636,14.17817417,48.44386793,0.406002957,0.287815132,130.8826958,NA,NA,NA,NA,1,1,331
"114",333,"Marine Park 1",22,"High","High",2019,10,"Fall","0-10",119.313,0.5,0.322,0.264,3.273,2.751,0.159486709,10,0.881930181,762.9183197,9.808969852,9.039937786,0.58713839,9.627076176,62.8904802,0.519683557,0.542348876,176.7107943,NA,NA,NA,NA,1,1,333
"115",335,"Marine Park 1",22,"High","High",2019,10,"Fall","0-10",102.177,NA,NA,NA,3.05,2.581,0.153770492,10,0.758790185,730.56822,10.31084769,8.673998234,0.95237497,9.626373204,54.28778324,0.521462106,0.511815279,-36.86225398,NA,NA,NA,NA,1,1,335
"116",337,"Marine Park 1",23,"High","Low",2019,10,"Fall","0-10",130.228,0.9,0.639,0.576,2.855,2.599,0.08966725,10,1.039097707,444.9434725,5.95147127,4.837639985,13.58956422,18.42720421,48.74029466,0.20468093,0.167655972,8.000204449,NA,NA,NA,NA,1,0,337
"117",339,"Marine Park 1",23,"High","Low",2019,10,"Fall","0-10",110.141,1.3,0.071,0.377,3.13,2.774,0.113738019,10,0.878585799,702.6255017,4.405535883,3.838938578,1.297857171,5.136795749,51.62520105,0.29848898,0.17092248,51.97273682,NA,NA,NA,NA,1,0,339
"118",341,"Marine Park 1",24,"High","Low",2019,10,"Fall","0-10",119.834,NA,NA,0.091,3.573,3.041,0.148894486,10,0.894441712,545.120199,7.299065589,8.302077441,1.330236387,9.632313828,48.56856487,0.505468809,0.433417171,50.09527837,NA,NA,NA,NA,1,0,341
"119",343,"Marine Park 1",24,"High","Low",2019,10,"Fall","0-10",94.077,0.5,0.315,3.319,3.03,2.501,0.174587459,10,0.688352541,1186.497845,14.87268687,13.24256897,1.957156007,15.19972498,84.58653184,0.959317212,0.940599913,149.1288076,NA,NA,NA,NA,1,0,343
"120",345,"Marine Park 2",25,"High","High",2019,10,"Fall","0-10",127.631,1,0.911,0.235,3.271,2.841,0.13145827,10,0.975198847,547.5915362,6.874867641,-0.616478329,0.01495956,-0.60151877,48.908538,0.163855733,-4.38e-05,104,NA,NA,NA,NA,1,1,345
"121",347,"Marine Park 2",25,"High","High",2019,10,"Fall","0-10",122.172,NA,NA,0.202,2.45,2.025,0.173469388,10,0.885469586,826.5207635,12.48188966,7.465432293,0.974008072,8.439440364,73.80743438,-0.056101777,0.000525022,326.204857,NA,NA,NA,NA,1,1,347
"122",349,"Marine Park 2",26,"High","High",2019,10,"Fall","0-10",110.93,NA,NA,0.309,2.415,1.915,0.207039337,10,0.776600495,1305.918775,12.77183726,5.247841415,0.529074208,5.776915623,82.06388089,0.096408072,0.000615538,325.8577042,NA,NA,NA,NA,1,1,349
"123",351,"Marine Park 2",26,"High","High",2019,10,"Fall","0-10",127.218,NA,NA,0.069,2.863,2.358,0.176388404,10,0.919081253,833.4490185,9.606509032,5.915090848,0.323825267,6.238916115,61.15463767,0.064700615,0.000321125,50.3652061,NA,NA,NA,NA,1,1,351
"124",353,"Marine Park 2",27,"High","Low",2019,10,"Fall","0-10",121.832,0.3,0.23,0.015,2.664,2.222,0.165915916,10,0.892401844,799.4878928,10.15977228,5.958684773,0.967249359,6.925934132,58.49989727,0.002710404,-0.000610305,126.202833,NA,NA,NA,NA,1,0,353
"125",355,"Marine Park 2",27,"High","Low",2019,10,"Fall","0-10",111.896,1,2.442,0.081,2.531,1.98,0.217700514,10,0.757582721,1119.930512,21.54927702,17.33916336,1.030637131,18.36980049,100.5361792,0.026464673,0.00115093,335.646715,NA,NA,NA,NA,1,0,355
"126",357,"Marine Park 2",28,"High","Low",2019,10,"Fall","0-10",126.613,1,1.331,0.816,2.829,2.345,0.171085189,10,0.921576011,978.617675,16.60745045,10.51782866,0.345763633,10.86359229,73.07926784,0.08636752,3.36e-05,203.4122115,NA,NA,NA,NA,1,0,357
"127",359,"Marine Park 2",28,"High","Low",2019,10,"Fall","0-10",130.451,NA,NA,0.286,2.519,2.087,0.171496626,10,0.948051241,889.5578374,13.86551738,4.147007004,0.359161393,4.506168397,62.99145304,0.034752376,6.63e-05,170.7163435,NA,NA,NA,NA,1,0,359
"128",361,"Marine Park 3",29,"High","High",2019,10,"Fall","0-10",58.593,NA,NA,0.028,1.459,0.473,0.675805346,10,0.162793713,4511.567015,76.22549057,285.7973921,3.96074842,289.7581405,528.2367103,3.348809856,3.20011488,226.4053592,NA,NA,NA,NA,1,1,361
"129",363,"Marine Park 3",29,"High","High",2019,10,"Fall","0-10",64.315,0.03,1.008,NA,2.01,0.79,0.606965174,10,0.219946441,3988.57008,55.64908126,156.8818346,16.3647597,173.2465943,393.2390145,-1.518085179,-0.626958263,411.7256219,NA,NA,NA,NA,1,1,363
"130",365,"Marine Park 3",30,"High","Low",2019,10,"Fall","0-10",56.008,NA,NA,0.033,1.774,0.558,0.685456595,10,0.155598019,4565.087463,70.19812868,406.105243,4.603837153,410.7090802,634.756976,-18.31251332,-18.76047738,214.9660997,NA,NA,NA,NA,1,0,365
"131",367,"Marine Park 3",30,"High","Low",2019,10,"Fall","0-10",67.899,NA,NA,NA,1.912,1.028,0.462343096,10,0.324484061,2346.019663,35.43416238,217.0180346,18.26157828,235.2796128,326.8506221,-0.983863731,0.484977398,148.6485644,NA,NA,NA,NA,1,0,367
"132",369,"Marine Park 3",31,"High","Low",2019,10,"Fall","0-10",59.265,0.1,0.514,0.006,1.898,0.634,0.665964173,10,0.172594878,4858.667182,64.80641166,342.4488374,9.856376294,352.3052137,587.3432341,1.859122159,2.035912586,382.5445122,NA,NA,NA,NA,1,0,369
"133",371,"Marine Park 3",31,"High","Low",2019,10,"Fall","0-10",43.662,NA,NA,NA,1.223,0.555,0.546197874,10,0.172581719,5632.346577,67.88476941,165.1237355,7.490915953,172.6146515,437.8146778,0.763717772,0.669842604,496.8596377,NA,NA,NA,NA,1,0,371
