"","X","Site","Plot","Success","Diversity","Year","Month","Season","CoreSection_cm","TotalSoilWeight_g","RockVolume_cm3","RockMass_g","RootMass_g","WetSoilWeight_g","DrySoilWeight_g","Moisture_g","SectionLength_cm","BulkDensity_g_cm3","BiomassC","Respiration","NO2_NO3","NH4","TIN","BiomassN","Mineralization","Nitrification","DEA","TotalSoilN_percent","TotalSoilN","TotalSoilC_percent","TotalSoilC","success","diversity","Obs","coresection"
"179",179,"Marine Park 2",25,"High","High",2018,7,"Summer","10--30",123.092,2.5,3.746,0.021,2.851,2.749,0.03577692,20,0.684152147,83.73897107,6.418618449,8.284633246,-0.381182528,7.903450717,0.755098285,-0.063358145,-0.132498731,1.481238827,0.0995,0.000995,1.8585,0.018585,1,1,179,2
"180",180,"Marine Park 2",25,"High","High",2018,7,"Summer","30-70",238.719,5,9.214,0.028,2.502,2.385,0.04676259,40,0.649202131,79.1381047,3.709507974,1.127044147,-0.259384301,0.867659845,17.02521285,0.155010312,0.134593113,-0.539521458,0.0915,0.000915,1.466,0.01466,1,1,180,3
"181",181,"Marine Park 2",25,"High","High",2018,7,"Summer","70-90",124.714,NA,0,0,3.182,3.119,0.019798869,20,0.714994788,57.79895006,3.499546514,-0.242900707,-0.219540437,-0.462441144,4.77392351,-0.048029815,-0.049557368,-0.492670962,0.0225,0.000225,0.2265,0.002265,1,1,181,3
"182",182,"Marine Park 2",25,"High","High",2018,7,"Summer","90-100",9.776,NA,0,0,2.075,2.075,0,2,0.571786188,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0155,0.000155,0.0815,0.000815,1,1,182,3
"183",183,"Marine Park 2",26,"High","High",2018,7,"Summer","0-10",40.238,NA,0,0.204,2.045,1.823,0.108557457,10,0.417469551,809.7563997,17.67116445,14.09593279,0.276913027,14.37284582,44.60998489,-0.019676356,0.00131854,141.3880688,0.2095,0.002095,3.475,0.03475,1,1,183,1
"184",184,"Marine Park 2",26,"High","High",2018,7,"Summer","10--30",118.091,3.5,7.019,0.138,2.154,1.982,0.079851439,20,0.609505774,279.7985006,7.112434658,8.755087654,0.125796841,8.880884495,14.03285618,0.203590855,0.221434142,23.58344791,0.1365,0.001365,2.147,0.02147,1,1,184,2
"185",185,"Marine Park 2",26,"High","High",2018,7,"Summer","30-70",248.071,1.4,2.94,0.148,2.227,2.108,0.053435115,40,0.680942678,119.1722345,4.220764876,1.672948834,0.121308475,1.794257309,2.414902688,0.161199607,0.183760259,-0.547186207,0.073,0.00073,0.867,0.00867,1,1,185,3
"186",186,"Marine Park 2",26,"High","High",2018,7,"Summer","70-90",100.501,NA,0,0,2.676,2.633,0.016068759,15,0.771163272,67.01537846,3.394614224,-0.074541788,-0.103028371,-0.177570159,-0.089449655,-0.038451774,-0.030155191,-0.277946454,0.016,0.00016,0.0735,0.000735,1,1,186,3
"187",187,"Marine Park 2",26,"High","High",2018,7,"Summer","0-10",47.132,0.4,0.453,0.36,1.984,1.799,0.093245968,10,0.493614616,699.8730014,9.88677532,8.53403937,0.207343071,8.741382441,46.17019146,0.648228952,0.639106555,204.7854385,0.236,0.00236,3.4185,0.034185,1,1,187,1
"188",188,"Marine Park 2",26,"High","High",2018,7,"Summer","10--30",108.251,5,9.53,0.174,2.289,2.03,0.113149847,20,0.526570117,565.0295537,7.561709654,8.268096886,-0.013786572,8.254310315,50.45686135,0.760769208,0.752649765,164.5839506,0.2625,0.002625,4.2155,0.042155,1,1,188,2
"189",189,"Marine Park 2",26,"High","High",2018,7,"Summer","30-70",254.897,5,12.119,0.029,3.031,2.925,0.034971956,40,0.695243726,104.3479402,3.689228239,1.349477883,0.094931363,1.444409246,0.301897154,0.15374766,0.165594866,0.274101042,0.0705,0.000705,1.357,0.01357,1,1,189,3
"190",190,"Marine Park 2",26,"High","High",2018,7,"Summer","70-90",130.598,NA,0,0,3.015,2.952,0.020895522,20,0.747890524,59.99496935,2.774133024,3.337030701,-0.294750552,3.04228015,11.06969443,-0.407398123,-0.410028991,-0.414100051,0.017,0.00017,0.08,8e-04,1,1,190,3
"191",191,"Marine Park 2",26,"High","High",2018,7,"Summer","90-100",44.473,NA,0,0,2.087,2.047,0.019166267,7,0.728947488,115.0731338,5.07776315,1.003200517,-0.296587316,0.706613201,9.60741603,-0.099353502,-0.117878521,0.230247036,0.021,0.00021,0.076,0.00076,1,1,191,3
"192",192,"Marine Park 2",27,"High","Low",2018,7,"Summer","0-10",46.863,0.6,1.277,0.062,2.004,1.735,0.134231537,10,0.464305202,811.3953557,15.0056787,11.84137793,0.558637328,12.40001525,38.71915171,1.738398512,1.526037012,200.2059445,0.2375,0.002375,3.7085,0.037085,1,0,192,1
"193",193,"Marine Park 2",27,"High","Low",2018,7,"Summer","10--30",124.174,7.5,17.591,0.824,2.438,2.159,0.114438064,20,0.572915067,365.8150109,4.877628866,9.661395427,-0.122471087,9.53892434,13.89229028,-0.060258599,-0.101902906,15.81937648,0.183,0.00183,3.781,0.03781,1,0,193,2
"194",194,"Marine Park 2",27,"High","Low",2018,7,"Summer","30-60",179.787,3,3.946,0.039,2.779,2.648,0.047139259,30,0.660913574,97.44513973,4.251831181,2.761581765,-0.357427757,2.404154007,-0.043637255,0.951862312,0.926816488,-0.037317807,0.0645,0.000645,0.926,0.00926,1,0,194,3
"195",195,"Marine Park 2",27,"High","Low",2018,7,"Summer","60-80",59.659,NA,0,0,2.007,1.965,0.020926756,9,0.759191096,72.58135441,3.527972489,3.309560719,-0.406502349,2.90305837,-0.017297293,-0.29457784,-0.301904994,-0.738031906,0.0165,0.000165,0.0975,0.000975,1,0,195,3
"196",196,"Marine Park 2",27,"High","Low",2018,7,"Summer","0-10",41.002,0.2,0.23,0.26,2.005,1.851,0.07680798,10,0.438526087,559.9868566,11.76094008,8.640168666,0.051351445,8.691520111,44.48913004,0.260269316,0.211052688,136.8445023,0.1795,0.001795,2.826,0.02826,1,0,196,1
"197",197,"Marine Park 2",27,"High","Low",2018,7,"Summer","10--30",127.517,8,18.284,0.049,2.269,2.123,0.064345527,20,0.626843085,215.6938629,4.558135451,5.344747859,-0.264870385,5.079877474,4.511785556,-0.006399318,-0.006089966,11.101169,0.1285,0.001285,2.4445,0.024445,1,0,197,2
"198",198,"Marine Park 2",27,"High","Low",2018,7,"Summer","30-60",167.475,10.5,21.013,0.043,2.263,2.048,0.095006628,30,0.538959139,71.01356845,3.508537986,9.513552518,-0.344068835,9.169483683,6.653004045,-0.143978305,-0.1619812,6.026450666,0.245,0.00245,3.914,0.03914,1,0,198,3
"199",199,"Marine Park 2",27,"High","Low",2018,7,"Summer","60-80",109.477,NA,0,0.005,2.617,2.509,0.041268628,17,0.72219343,36.34733013,2.98328624,0.721963399,-0.315840353,0.406123047,20.16785112,1.422824714,1.40830976,-0.506514399,0.0175,0.000175,0.0965,0.000965,1,0,199,3
"200",200,"Marine Park 2",28,"High","Low",2018,7,"Summer","0-10",34.336,NA,0,0.729,1.876,1.629,0.131663113,10,0.341366154,898.8631974,13.32433133,25.1805685,1.857189414,27.03775792,68.28141984,-2.572935342,-2.403400959,240.8737205,0.298,0.00298,5.232,0.05232,1,0,200,1
"201",201,"Marine Park 2",28,"High","Low",2018,7,"Summer","10--30",126.366,1.2,2.705,0.035,2.19,2.085,0.047945205,20,0.693271168,200.8004289,6.055059116,3.756023723,-0.334567827,3.421455896,9.062333784,1.983483575,1.898168915,6.551918134,0.095,0.00095,1.5275,0.015275,1,0,201,2
"202",202,"Marine Park 2",28,"High","Low",2018,7,"Summer","30-70",225.528,3.4,5.525,0.017,2.239,2.077,0.072353729,40,0.602781284,179.1493917,5.244035675,2.443782359,-0.406024456,2.037757904,1.288738359,0.410678569,0.392070489,11.49605663,0.2425,0.002425,3.1525,0.031525,1,0,202,3
"203",203,"Marine Park 2",28,"High","Low",2018,7,"Summer","70-90",103.154,NA,0,0,2.866,2.809,0.019888346,12,0.985559489,69.25458214,4.015217769,0.119601923,-0.386913962,-0.26731204,10.2838309,0.572702919,0.532809362,-0.515272929,0.022,0.00022,0.079,0.00079,1,0,203,3
"204",204,"Marine Park 2",28,"High","Low",2018,7,"Summer","0-10",46.853,0.1,0.145,0.072,1.882,1.756,0.066950053,10,0.509608865,285.7859677,16.29225932,7.8054623,0.717963721,8.523426021,17.56163209,-0.581305381,-0.707306994,92.85640084,0.1785,0.001785,2.6015,0.026015,1,0,204,1
"205",205,"Marine Park 2",28,"High","Low",2018,7,"Summer","10--30",131.802,7,17.381,0.095,2.48,2.41,0.028225806,20,0.677544818,104.4783148,5.630620589,2.694303593,-0.352038181,2.342265413,20.26027971,0.744912815,0.551106722,3.328490809,0.0745,0.000745,1.89,0.0189,1,0,205,2
"206",206,"Marine Park 2",28,"High","Low",2018,7,"Summer","30-70",272.102,2.8,3.011,0,2.806,2.735,0.025302922,40,0.773588868,96.146892,3.817956876,0.076779288,-0.271984418,-0.19520513,0.80032545,0.460624245,0.318564032,-0.456805478,0.0245,0.000245,0.198,0.00198,1,0,206,3
"207",207,"Marine Park 2",28,"High","Low",2018,7,"Summer","70-90",131.338,0.1,0.075,0,2.945,2.855,0.030560272,20,0.744714303,98.93139341,3.516053334,-0.034197855,-0.306408963,-0.340606818,13.1476087,0.09697995,0.047751383,-0.371611987,0.0205,0.000205,0.1495,0.001495,1,0,207,3
"208",208,"Marine Park 2",28,"High","Low",2018,7,"Summer","90-100",13.006,NA,0,0,2.489,2.485,0.001607071,2,0.7594824,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0175,0.000175,0.095,0.00095,1,0,208,3
"209",209,"Marine Park 3",29,"High","High",2018,7,"Summer","0-10",24.05,NA,0,0.59,0.907,0.383,0.577728776,10,0.086936047,4523.889606,66.87654931,99.40273209,3.820904566,103.2236367,333.0779185,-0.827517245,-2.004791258,NA,1.731,0.01731,33.4875,0.334875,1,1,209,1
"210",210,"Marine Park 3",29,"High","High",2018,7,"Summer","10--30",81.07,3.5,5.591,0.648,1.919,1.591,0.170922355,15.3,0.363139012,237.6167703,7.319919158,30.97369614,-1.600459374,29.37323677,56.3086257,1.938139519,1.648891862,21.32631238,0.217,0.00217,4.0495,0.040495,1,1,210,2
"211",211,"Marine Park 3",29,"High","High",2018,7,"Summer","0-10",24.44,NA,0,1.199,0.824,0.395,0.520631068,10,0.097769881,560.4235664,67.73841157,100.293679,-0.280265364,100.0134136,243.5086174,-6.32880497,-6.454400989,NA,1.194,0.01194,24.0555,0.240555,1,1,211,1
"212",212,"Marine Park 3",29,"High","High",2018,7,"Summer","10--30",120.37,3,5.005,0.044,2.707,2.371,0.124122645,20,0.449514051,782.792448,4.783528039,19.69327608,-1.804592227,17.88868385,23.10662389,-0.125002977,-0.224617427,0.048972765,0.1285,0.001285,3.011,0.03011,1,1,212,2
"213",213,"Marine Park 3",29,"High","High",2018,7,"Summer","30-70",265.7,7,10.689,0.037,3.2166,3.0936,0.038239134,40,0.546392576,71.57031411,2.959839213,4.574643662,-1.80959278,2.765050882,8.859656664,0.118334853,-0.000644572,-1.442628405,0.0375,0.000375,0.937,0.00937,1,1,213,3
"214",214,"Marine Park 3",29,"High","High",2018,7,"Summer","70-90",131.07,NA,0,0,1.875,1.819,0.029866667,20,0.557936948,70.23385268,2.757430418,1.638806489,-1.719622705,-0.080816217,6.236496997,0.150506729,0.093747657,-10.68345608,0.0195,0.000195,0.097,0.00097,1,1,214,3
"215",215,"Marine Park 3",29,"High","High",2018,7,"Summer","90-100",35.54,NA,0,0,1.291,1.288,0.00232378,5.7,0.545899354,130.6511103,4.993189458,1.412583117,-1.702085387,-0.28950227,3.650501552,0.141973813,0.050285423,-745.1678462,0.0225,0.000225,0.1015,0.001015,1,1,215,3
"216",216,"Marine Park 3",30,"High","Low",2018,7,"Summer","0-10",46.86,NA,0,4.297,1.631,0.507,0.689147762,10,0.11621118,7945.901286,90.42180052,144.1862468,7.8719858,152.0582326,467.8466032,-0.027130067,-0.687184762,3283.786851,2.2345,0.022345,44.9685,0.449685,1,0,216,1
"217",217,"Marine Park 3",30,"High","Low",2018,7,"Summer","10--30",43.26,NA,0,5.675,2.024,1.563,0.227766798,8.5,0.299657044,1363.478371,16.22053709,53.29170937,-1.729631613,51.56207776,102.4576603,2.767327343,2.592885635,-10.54007634,0.487,0.00487,10.088,0.10088,1,0,217,2
"218",218,"Marine Park 3",30,"High","Low",2018,7,"Summer","0-10",46.66,NA,0,4.452,1.773,0.695,0.608009024,10,0.145194857,4074.506654,61.46076246,113.2752021,4.081286102,117.3564882,334.9354501,-1.057133673,-1.445199709,2207.218972,1.88,0.0188,37.085,0.37085,1,0,218,1
"219",219,"Marine Park 3",30,"High","Low",2018,7,"Summer","10--30",182.17,5,8.341,1.355,2.548,2.275,0.107142857,16.5,0.853062409,370.8553268,13.69480962,25.66653523,-1.96358203,23.7029532,50.97494848,7.213719633,6.945840575,-286.0730728,0.2345,0.002345,4.4625,0.044625,1,0,219,2
"220",220,"Marine Park 3",31,"High","Low",2018,7,"Summer","0-10",39.05,NA,0,1.511,1.587,0.471,0.703213611,10,0.097770328,4757.03459,61.1214388,216.297906,2.853912379,219.1518184,412.3494934,0.00045757,-0.144910377,2023.884451,1.9735,0.019735,44.7125,0.447125,1,0,220,1
"221",221,"Marine Park 3",31,"High","Low",2018,7,"Summer","10--30",106.41,6,17.829,2.965,2.039,1.195,0.413928396,9.3,0.502400129,1873.504521,29.43089381,87.5224453,0.069005275,87.59145057,122.7774029,-1.035172541,-0.820857179,79.15943643,0.7345,0.007345,15.354,0.15354,1,0,221,2
"222",222,"Marine Park 3",31,"High","Low",2018,7,"Summer","0-10",39.91,NA,0,2.781,1.432,0.428,0.701117318,10,0.097385522,4003.95363,67.72919502,148.5459309,2.69582863,151.2417595,327.2682696,-0.525739715,-0.613824723,256.0574299,2.1575,0.021575,45.8525,0.458525,1,0,222,1
"223",223,"Marine Park 3",31,"High","Low",2018,7,"Summer","10--30",89.34,NA,0,3.951,2.131,0.838,0.606757391,15.3,0.19259786,2337.021767,70.29504831,175.2211642,1.847822211,177.0689864,236.9341086,-0.125183838,-0.038897381,28.10716133,1.66,0.0166,30.8895,0.308895,1,0,223,2
"224",224,"Marine Park 3",32,"High","High",2018,7,"Summer","0-10",56.97,0.8,1.061,1.98,1.526,0.716,0.530799476,10,0.223625323,4063.034709,77.31103115,144.892353,-2.422020695,142.4703323,331.5771328,6.355064228,5.291848625,4259.848902,1.849,0.01849,29.4415,0.294415,1,1,224,1
"225",225,"Marine Park 3",32,"High","High",2018,7,"Summer","10--30",181.3,16,29.746,0.587,2.201,1.953,0.112676056,11.9,1.134243838,205.7043189,4.990392103,92.24173868,3.637508845,95.87924752,55.41135571,-4.602545942,-4.142693944,-319.1850544,0.2625,0.002625,4.443,0.04443,1,1,225,2
"226",226,"Marine Park 3",32,"High","High",2018,7,"Summer","0-10",43.52,NA,0,2.961,1.555,0.596,0.616720257,10,0.136421713,4415.179732,63.02439275,161.7064452,3.452536548,165.1589818,347.8005459,-3.904816304,-4.097544314,1959.793093,2.112,0.02112,42.7225,0.427225,1,1,226,1
"227",227,"Marine Park 3",32,"High","High",2018,7,"Summer","10--30",123.31,NA,0,3.88,1.986,1.512,0.238670695,11.2,0.712440088,552.7363081,9.278231719,55.51633353,-1.224788367,54.29154516,111.3986049,3.367948033,3.317713862,50.87391877,0.419,0.00419,8.136,0.08136,1,1,227,2
"228",228,"Pelham Bay",33,"High","Low",2018,6,"Summer","0-10",44.2,0.2,0.465,0.108,3.771,2.861,0.241315301,10,0.388093513,631.5594343,10.06813456,32.07106305,9.199391365,41.27045441,20.24055381,-4.180429758,-3.50633429,-11.12724855,0.2535,0.002535,3.4885,0.034885,1,0,228,1
"229",229,"Pelham Bay",33,"High","Low",2018,6,"Summer","10--30",124.3,1.5,3.755,0.062,3.763,3.121,0.170608557,20,0.589637106,258.0191957,3.906298052,2.21919728,-0.523938905,1.695258375,0.273708527,-0.323113308,-0.492916078,-0.770817557,0.099,0.00099,1.175,0.01175,1,0,229,2
"230",230,"Pelham Bay",33,"High","Low",2018,6,"Summer","30-70",303,9,24.975,0,3.782,3.365,0.110259122,40,0.742973958,72.99326039,2.993221292,-0.399761057,-0.475011341,-0.874772398,-2.050125357,-0.112065841,-0.206187771,-0.175640778,0.028,0.00028,0.213,0.00213,1,0,230,3
"231",231,"Pelham Bay",33,"High","Low",2018,6,"Summer","70-90",164.78,8.5,22.772,0,3.75,3.458,0.077866667,20,0.805981981,70.78443497,2.843857036,0.276337182,-0.460850626,-0.184513444,-2.13968072,-0.179130139,-0.268193812,-0.07428303,0.0165,0.000165,0.1255,0.001255,1,0,231,3
"232",232,"Pelham Bay",33,"High","Low",2018,6,"Summer","90-100",53.4,2,4.892,0,0.72,0.714,0.008333333,6.5,0.898024206,138.5110403,5.50418807,24.08168592,-0.418542628,23.66314329,-2.906332963,-2.639702795,-2.842473455,-0.01083168,0.017,0.00017,0.2015,0.002015,1,0,232,3
"233",233,"Pelham Bay",33,"High","Low",2018,6,"Summer","0-10",39.4,0.1,0.042,0.02,3.783,2.832,0.251387787,10,0.345293888,949.169267,11.14713815,10.04466888,-0.530326458,9.514342418,34.91664586,-1.210041212,-1.313099397,-5.908043986,0.281,0.00281,4.0335,0.040335,1,0,233,1
"234",234,"Pelham Bay",33,"High","Low",2018,6,"Summer","10--30",113.9,1,1.464,0.109,3.692,2.834,0.232394366,20,0.507273732,463.0603541,4.553239443,1.21298295,-0.561131512,0.651851438,8.3207035,-0.221496998,-0.417519383,-2.065994149,0.214,0.00214,2.716,0.02716,1,0,234,2
"235",235,"Pelham Bay",33,"High","Low",2018,6,"Summer","30-60",221.8,3.5,8.067,0.003,3.774,3.272,0.133015368,30,0.732530802,109.0875578,3.146985366,0.524872821,-0.483206299,0.041666522,-1.964154876,-0.192141555,-0.308016903,-0.057070548,0.049,0.00049,0.3635,0.003635,1,0,235,3
"236",236,"Pelham Bay",33,"High","Low",2018,6,"Summer","60-80",154.7,3.5,8.678,0,3.737,3.337,0.107037731,19.5,0.798977911,102.9510038,3.058247188,-0.476061132,-0.476061132,-0.952122265,-1.889175619,-0.096916078,-0.201375562,-0.052890683,0.0295,0.000295,0.343,0.00343,1,0,236,3
"237",237,"Pelham Bay",34,"High","Low",2018,7,"Summer","0-10",149.9,1.5,2.856,0.091,2.379,1.822,0.234131988,10,1.000846739,669.8672421,12.37909092,20.52748952,3.827941733,24.35543125,44.73985849,0.099112002,0.330710575,310.6225561,0.396,0.00396,5.167,0.05167,1,0,237,1
"238",238,"Pelham Bay",34,"High","Low",2018,7,"Summer","10--30",184.3,1.5,3.822,0.053,2.029,1.715,0.154756037,10.8,1.256540237,326.1365335,4.158917772,10.00271334,3.36362557,13.36633891,32.38484723,-0.182623913,0.067828993,11.8698054,0.221,0.00221,2.2785,0.022785,1,0,238,2
"239",239,"Pelham Bay",34,"High","Low",2018,7,"Summer","0-10",169,9,25.441,0.37,1.847,1.409,0.23714131,10,1.040795916,709.4681832,9.403793444,15.88250354,3.449818109,19.33232165,68.33809541,1.41992383,1.403718755,12.3626066,0.303,0.00303,3.757,0.03757,1,0,239,1
"240",240,"Pelham Bay",34,"High","Low",2018,7,"Summer","10--30",173.76,2.5,4.826,1.66,1.773,1.473,0.169204738,12.7,0.977163184,244.433228,4.699424651,19.10456114,10.95430571,30.05886685,42.48610938,0.208323637,0.441972496,231.2955498,0.227,0.00227,2.442,0.02442,1,0,240,2
"241",241,"Pelham Bay",35,"High","High",2018,7,"Summer","0-10",88.07,0.2,0.563,0.037,2.144,1.703,0.205690299,10,0.610790538,990.6306382,13.2799018,30.05406471,3.376762695,33.4308274,131.2701948,-0.334350398,-0.179221652,1047.631442,0.422,0.00422,5.8505,0.058505,1,1,241,1
"242",242,"Pelham Bay",35,"High","High",2018,7,"Summer","10--30",195.61,1,2.382,0.014,2.008,1.683,0.16185259,12.4,1.154256165,NA,NA,12.32468621,2.893917011,15.21860322,NA,NA,NA,2930.69741,0.273,0.00273,2.9745,0.029745,1,1,242,2
"243",243,"Pelham Bay",35,"High","High",2018,7,"Summer","0-10",88.71,1,2.079,0.023,2.121,1.753,0.173503065,10,0.633735005,749.459728,8.557108668,18.23315203,3.04388095,21.27703298,79.0407724,0.998598378,1.175897795,-150.7060693,0.3625,0.003625,4.982,0.04982,1,1,243,1
"244",244,"Pelham Bay",35,"High","High",2018,7,"Summer","10--30",194.81,2.5,4.844,0.012,2.265,1.958,0.135540839,13.3,1.101654414,234.7631794,3.643139373,2.175896078,2.584283926,4.760180004,12.70437827,0.509011341,0.700829775,314.6803276,0.244,0.00244,2.394,0.02394,1,1,244,2
"245",245,"Pelham Bay",36,"High","High",2018,7,"Summer","0-10",149.42,0.6,1.285,0.109,2.311,1.714,0.258329727,10,0.968549999,670.8430745,12.62067694,21.37842503,3.244321844,24.62274687,54.13284335,0.128366805,0.342179411,292.2203298,0.336,0.00336,4.136,0.04136,1,1,245,1
"246",246,"Pelham Bay",36,"High","High",2018,7,"Summer","10--30",192.99,17,43.555,0.031,2.011,1.637,0.185977126,12.6,0.96081118,353.5251432,5.874094674,16.86850087,3.163925099,20.03242597,33.68158719,-0.333098345,-0.090044497,12.16616406,0.249,0.00249,2.6335,0.026335,1,1,246,2
"247",247,"Pelham Bay",36,"High","High",2018,7,"Summer","0-10",142.49,0.4,1.343,0.093,2.035,1.48,0.272727273,10,0.903421189,655.5743071,15.82939573,19.4120909,3.789293999,23.2013849,38.6871059,-0.611327902,-0.337223535,335.9997178,0.361,0.00361,4.573,0.04573,1,1,247,1
"248",248,"Pelham Bay",36,"High","High",2018,7,"Summer","10--30",190.55,1.2,2.614,0.168,2.075,1.676,0.192289157,11.2,1.199617073,432.8721627,7.125019144,9.897987578,3.031497314,12.92948489,22.50914455,0.181253029,0.409740705,16.97440798,0.2635,0.002635,2.7365,0.027365,1,1,248,2
"249",249,"Alley Pond",1,"Low","Low",2019,9,"Summer","0-10",141.098,2.5,5.87,0.128,2.998,2.498,0.166777852,10,1.014573294,900.3680764,12.2584241,16.18633829,1.263343322,17.44968161,62.00810985,1.031573081,0.853364054,253.7427075,NA,NA,NA,NA,0,0,249,1
"250",250,"Alley Pond",1,"Low","Low",2019,9,"Summer","10--30",325.018,49,88.428,0.253,3.104,2.861,0.078286082,16.5,1.568473244,126.5076151,4.83882442,-0.086460597,0.183921399,0.097460803,2.731390295,0.05527825,0.011380613,13.97339823,NA,NA,NA,NA,0,0,250,2
"251",251,"Alley Pond",1,"Low","Low",2019,9,"Summer","0-10",124.137,0.8,1.227,0.845,3.024,2.446,0.191137566,10,0.880361781,952.5787558,10.45165647,9.733152409,1.373474766,11.10662717,54.78944761,0.664032784,0.580743205,245.8781714,NA,NA,NA,NA,0,0,251,1
"252",252,"Alley Pond",1,"Low","Low",2019,9,"Summer","10--30",328.995,22,66.684,NA,3.121,2.913,0.066645306,16.2,1.50570314,90.90735581,2.29235545,5.666107806,6.140431624,11.80653943,14.44716164,0.056159129,0.098695776,-1.284827575,NA,NA,NA,NA,0,0,252,2
"253",253,"Alley Pond",2,"Low","Low",2019,9,"Summer","0-10",123.652,1,1.623,0.616,2.693,2.372,0.119197921,10,0.955243411,689.0596412,6.622716795,-0.617379558,0.632763508,0.01538395,12.95950912,0.228261846,0.027724454,231.5251672,NA,NA,NA,NA,0,0,253,1
"254",254,"Alley Pond",2,"Low","Low",2019,9,"Summer","10--30",167.117,11,37.234,0.106,3.164,3.048,0.036662453,9.5,1.285624755,69.44251457,2.884501342,-0.54955634,0.046234407,-0.503321933,1.693870068,0.068222061,0.022643431,12.88020966,NA,NA,NA,NA,0,0,254,2
"255",255,"Alley Pond",2,"Low","Low",2019,9,"Summer","0-10",118.153,4.5,10.973,0.342,3.097,2.611,0.156926057,10,0.826720412,1072.174075,8.404812616,1.092202349,1.095461166,2.187663515,47.00758428,0.374992163,0.318820724,290.9473258,NA,NA,NA,NA,0,0,255,1
"256",256,"Alley Pond",2,"Low","Low",2019,9,"Summer","10--30",277.058,28.8,70.158,0.038,3.177,3.021,0.049102927,15.7,1.310524318,86.33242948,2.770656221,-0.372012092,-0.110503366,-0.482515458,1.482241639,0.089509831,0.027147134,3.815531714,NA,NA,NA,NA,0,0,256,2
"257",257,"Alley Pond",3,"Low","High",2019,9,"Summer","0-10",102.62,1,2.082,1.3,2.506,2.167,0.135275339,10,0.802214771,828.6777969,6.659970742,-0.25650404,0.633191086,0.376687047,33.5120735,0.130298386,-0.008146756,199.0029151,NA,NA,NA,NA,0,1,257,1
"258",258,"Alley Pond",3,"Low","High",2019,9,"Summer","10--30",145.899,25,60.038,0.485,2.508,2.38,0.051036683,8,1.237417803,79.69944045,3.127559366,-0.533907397,-0.023478196,-0.557385592,1.590781843,0.071369772,0.020101346,6.570086178,NA,NA,NA,NA,0,1,258,2
"259",259,"Alley Pond",3,"Low","High",2019,9,"Summer","0-10",104.47,2.5,5.514,0.603,2.804,2.311,0.175820257,10,0.740532506,487.7567173,11.45476744,1.279289138,1.476808054,2.756097192,63.13418133,0.322750953,0.281628013,285.1208594,NA,NA,NA,NA,0,1,259,1
"260",260,"Alley Pond",3,"Low","High",2019,9,"Summer","10--30",143.838,13.5,33.107,0.324,2.586,2.3,0.110595514,10,0.98048051,127.6049452,3.242708562,4.239541194,0.770197999,5.009739193,9.911690577,0.249064333,0.158369456,39.65675507,NA,NA,NA,NA,0,1,260,2
"261",261,"Alley Pond",4,"Low","High",2019,9,"Summer","0-10",146.214,4,7.843,1.855,3.059,2.565,0.161490683,10,1.122789435,330.5775963,10.36767559,1.882248659,1.088139332,2.97038799,43.03573361,0.106259316,0.068498913,237.3619662,NA,NA,NA,NA,0,1,261,1
"262",262,"Alley Pond",4,"Low","High",2019,9,"Summer","10--30",299.821,28,69.314,0.071,3.012,2.889,0.040836653,17.2,1.315736205,75.78577426,2.840367394,7.517306207,0.113230627,7.630536834,1.561180674,-0.655382988,-0.78267299,4.378016551,NA,NA,NA,NA,0,1,262,2
"263",263,"Alley Pond",4,"Low","High",2019,9,"Summer","0-10",105.624,6,2.913,0.504,2.191,1.913,0.126882702,10,0.834341195,184.9105562,22.35875587,3.085946739,1.677951984,4.763898723,25.61536678,0.539926678,0.059377123,211.681049,NA,NA,NA,NA,0,1,263,1
"264",264,"Alley Pond",4,"Low","High",2019,9,"Summer","10--30",212.118,17,38.058,0.357,2.385,1.946,0.184067086,13.3,1.057292236,71.97611432,2.214699681,0.543516493,0.287455224,0.830971717,6.393425563,0.13171568,0.053985163,2.876274761,NA,NA,NA,NA,0,1,264,2
"265",265,"Canarsie",5,"Low","High",2019,10,"Fall","0-10",137.454,4.8,13.26,0.412,2.9,2.331,0.196206897,10,0.914045493,1204.329067,12.84364473,9.340752156,1.220487013,10.56123917,77.29577055,0.397499694,0.332852187,153.6201609,NA,NA,NA,NA,0,1,265,1
"266",266,"Canarsie",5,"Low","High",2019,10,"Fall","10--30",155.331,9,35.651,0.048,3.5,3.196,0.086857143,8.2,1.295244611,241.3138856,3.793670604,0.935137946,0.108223166,1.043361112,10.54745506,0.044297191,0.0054746,1.13285228,NA,NA,NA,NA,0,1,266,2
"267",267,"Canarsie",5,"Low","High",2019,10,"Fall","0-10",137.347,6.8,22.408,0.339,3.602,3.077,0.14575236,10,2019,784.1390121,6.054061267,10.65656572,0.654072645,11.31063836,50.982013,-0.083992459,-0.20089083,95.72251469,NA,NA,NA,NA,0,1,267,1
"268",268,"Canarsie",5,"Low","High",2019,10,"Fall","10--30",241.365,0.7,14.145,2.376,3.469,3.185,0.095105452,11.3,1.626834078,151.1070106,2.822493931,-0.400711746,-0.033457,-0.434168746,4.241129886,0.018834,-0.010331019,0.87583112,NA,NA,NA,NA,0,1,268,2
